,original_title,release_year,runtime
881,Three Fugitives,1989,120
882,Who's Harry Crumb?,1989,120
883,Music Box,1989,120
884,Knick Knack,1989,120
885,Leningrad Cowboys Go America,1989,120
886,Next of Kin,1989,120
887,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,120
888,Do the Right Thing,1989,120
889,Puppet Master,1989,120
890,Henry V,1989,120
891,Roger & Me,1989,120
892,The Blood of Heroes,1989,120
893,Meet the Feebles,1989,120
894,The Package,1989,120
895,Mystery Train,1989,120
896,The Return of Swamp Thing,1989,120
897,The Gods Must Be Crazy II,1989,120
898,Halloween 5: The Revenge of Michael Myers,1989,120
899,Say Anything...,1989,120
900,Dream a Little Dream,1989,120
901,Loverboy,1989,120
902,The Punisher,1989,120
903,The Fly II,1989,120
904,Best of the Best,1989,120
905,Lock Up,1989,120
906,The Little Mermaid,1989,120
907,When Harry Met Sally...,1989,120
908,Pet Sematary,1989,120
909,"The Karate Kid, Part III",1989,120
910,"See No Evil, Hear No Evil",1989,120
911,Born on the Fourth of July,1989,120
912,Uncle Buck,1989,120
913,Leviathan,1989,120
914,The 'Burbs,1989,120
915,"Sex, Lies, and Videotape",1989,120
916,Weekend at Bernie's,1989,120
917,Parenthood,1989,120
918,K-9,1989,120
919,Casualties of War,1989,120
920,The War of the Roses,1989,120
921,Indiana Jones and the Last Crusade,1989,120
922,We're No Angels,1989,120
923,Cyborg,1989,120
924,Major League,1989,120
925,Kickboxer,1989,120
926,Batman,1989,120
927,A Nightmare on Elm Street 5: The Dream Child,1989,120
928,Back to the Future Part II,1989,120
929,Dead Poets Society,1989,120
930,Ghostbusters II,1989,120
931,National Lampoon's Christmas Vacation,1989,120
932,Glory,1989,120
933,Licence to Kill,1989,120
934,Lethal Weapon 2,1989,120
935,Tango & Cash,1989,120
936,Bill & Ted's Excellent Adventure,1989,120
937,Look Who's Talking,1989,120
938,"Honey, I Shrunk the Kids",1989,120
939,Star Trek V: The Final Frontier,1989,120
940,The Abyss,1989,120
941,Dances with Wolves,1990,130
942,Goodfellas,1990,130
943,Die Hard 2,1990,130
944,Back to the Future Part III,1990,130
945,Edward Scissorhands,1990,130
946,Pretty Woman,1990,130
947,The Godfather: Part III,1990,130
948,Ghost,1990,130
949,Teenage Mutant Ninja Turtles,1990,130
950,Total Recall,1990,130
951,City Slickers,1991,121
952,Double Impact,1991,121
953,Hot Shots!,1991,121
954,The People Under the Stairs,1991,121
955,Child's Play 3,1991,121
956,Night on Earth,1991,121
957,What About Bob?,1991,121
958,La belle noiseuse,1991,121
959,Harley Davidson and the Marlboro Man,1991,121
960,My Girl,1991,121
961,JFK,1991,121
962,The Last Boy Scout,1991,121
963,My Own Private Idaho,1991,121
964,Freddy's Dead: The Final Nightmare,1991,121
965,Dying Young,1991,121
966,Barton Fink,1991,121
967,The Silence of the Lambs,1991,121
968,Wild Hearts Can't Be Broken,1991,121
969,An American Tail: Fievel Goes West,1991,121
970,Boyz n the Hood,1991,121
971,Return to the Blue Lagoon,1991,121
972,Don't Tell Mom the Babysitter's Dead,1991,121
973,Fried Green Tomatoes,1991,121
974,Nothing but Trouble,1991,121
975,Problem Child 2,1991,121
976,Out for Justice,1991,121
977,Cool as Ice,1991,121
978,Bugsy,1991,121
979,Shadows and Fog,1991,121
980,Regarding Henry,1991,121
981,K2,1991,121
982,The Fisher King,1991,121
983,L.A. Story,1991,121
984,Father of the Bride,1991,121
985,Rush,1991,121
986,Zandalee,1991,121
987,Naked Lunch,1991,121
988,Knight Rider 2000,1991,121
989,Rock-A-Doodle,1991,121
990,Grand Canyon,1991,121
991,Sleeping with the Enemy,1991,121
992,Showdown in Little Tokyo,1991,121
993,The Hard Way,1991,121
994,Life Stinks,1991,121
995,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,121
996,Thelma & Louise,1991,121
997,The Doors,1991,121
998,The Rocketeer,1991,121
999,The Addams Family,1991,121
1000,Backdraft,1991,121
1001,Bill & Ted's Bogus Journey,1991,121
1002,Point Break,1991,121
1003,The Naked Gun 2Â½: The Smell of Fear,1991,121
1004,Star Trek VI: The Undiscovered Country,1991,121
1005,Cape Fear,1991,121
1006,Highlander II: The Quickening,1991,121
1007,Hudson Hawk,1991,121
1008,Hook,1991,121
1009,Terminator 2: Judgment Day,1991,121
1010,Beauty and the Beast,1991,121
1011,Robin Hood: Prince of Thieves,1991,121
1012,Beethoven,1992,112
1013,Sneakers,1992,112
1014,Basic Instinct,1992,112
1015,Universal Soldier,1992,112
1016,Glengarry Glen Ross,1992,112
1017,Honey I Blew Up the Kid,1992,112
1018,Bad Lieutenant,1992,112
1019,Scent of a Woman,1992,112
1020,Sister Act,1992,112
1021,White Men Can't Jump,1992,112
1022,1492: Conquest of Paradise,1992,112
1023,Pet Sematary II,1992,112
1024,Braindead,1992,112
1025,Passenger 57,1992,112
1026,Wayne's World,1992,112
1027,Unforgiven,1992,112
1028,A Few Good Men,1992,112
1029,Under Siege,1992,112
1030,Fortress,1992,112
1031,Death Becomes Her,1992,112
1032,Aladdin,1992,112
1033,Home Alone 2: Lost In New York,1992,112
1034,Batman Returns,1992,112
1035,AlienÂ³,1992,112
1036,Lethal Weapon 3,1992,112
1037,Dracula,1992,112
1038,Army of Darkness,1992,112
1039,Reservoir Dogs,1992,112
1040,A River Runs Through It,1992,112
1041,Cool World,1992,112
1042,Romper Stomper,1992,112
1043,Baraka,1992,112
1044,Hero,1992,112
1045,City of Joy,1992,112
1046,Damage,1992,112
1047,Final Analysis,1992,112
1048,Forever Young,1992,112
1049,Shining Through,1992,112
1050,A League of Their Own,1992,112
1051,Of Mice and Men,1992,112
1052,Love Potion No. 9,1992,112
1053,My Cousin Vinny,1992,112
1054,The Crying Game,1992,112
1055,FernGully: The Last Rainforest,1992,112
1056,Boomerang,1992,112
1057,Freejack,1992,112
1058,Bitter Moon,1992,112
1059,The Hand that Rocks the Cradle,1992,112
1060,El Mariachi,1992,112
1061,Poison Ivy,1992,112
1062,Peter's Friends,1992,112
1063,The Muppet Christmas Carol,1992,112
1064,Stop! Or My Mom Will Shoot,1992,112
1065,Patriot Games,1992,112
1066,The Mighty Ducks,1992,112
1067,Twin Peaks: Fire Walk with Me,1992,112
1068,The Bodyguard,1992,112
1069,The Player,1992,112
1070,Hellraiser III: Hell on Earth,1992,112
1071,Malcolm X,1992,112
1072,Orlando,1992,112
1073,School Ties,1992,112
1074,Toys,1992,112
1075,Howards End,1992,112
1076,The Last of the Mohicans,1992,112
1077,The Lawnmower Man,1992,112
1078,Jurassic Park,1993,136
1079,Demolition Man,1993,136
1080,Mrs. Doubtfire,1993,136
1081,The Fugitive,1993,136
1082,In the Line of Fire,1993,136
1083,Philadelphia,1993,136
1084,Dazed and Confused,1993,136
1085,Addams Family Values,1993,136
1086,A Perfect World,1993,136
1087,Robin Hood: Men in Tights,1993,136
1088,Cliffhanger,1993,136
1089,Sliver,1993,136
1090,Teenage Mutant Ninja Turtles III,1993,136
1091,Stalingrad,1993,136
1092,Last Action Hero,1993,136
1093,Schindler's List,1993,136
1094,The Nightmare Before Christmas,1993,136
1095,Groundhog Day,1993,136
1096,Crooklyn,1994,95
1097,Il silenzio dei prosciutti,1994,95
1098,Men of War,1994,95
1099,Twin Sitters,1994,95
1100,Pumpkinhead II: Blood Wings,1994,95
1101,Macross Plus,1994,95
1102,Guyver: Dark Hero,1994,95
1103,Hercules and the Amazon Women,1994,95
1104,Rapa Nui,1994,95
1105,From Beijing with Love,1994,95
1106,Crumb,1994,95
1107,Bottle Rocket,1994,95
1108,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,1994,95
1109,The Puppet Masters,1994,95
1110,The Scout,1994,95
1111,Blankman,1994,95
1112,8 Seconds,1994,95
1113,The War,1994,95
1114,Backbeat,1994,95
1115,Il Postino,1994,95
1116,Brainscan,1994,95
1117,PCU,1994,95
1118,Hercules in the Maze of the Minotaur,1994,95
1119,Wagons East!,1994,95
1120,Hercules and the Circle of Fire,1994,95
1121,When a Man Loves a Woman,1994,95
1122,Hercules and the Lost Kingdom,1994,95
1123,Wing Chun,1994,95
1124,The Sum of Us,1994,95
1125,Hercules in the Underworld,1994,95
1126,A Simple Twist of Fate,1994,95
1127,Andre,1994,95
1128,Monkey Trouble,1994,95
1129,The Last Seduction,1994,95
1130,The Shadow,1994,95
1131,New Nightmare,1994,95
1132,Junior,1994,95
1133,Disclosure,1994,95
1134,Police Academy: Mission to Moscow,1994,95
1135,It Could Happen to You,1994,95
1136,Ace Ventura: Pet Detective,1994,95
1137,Star Trek: Generations,1994,95
1138,Heavenly Creatures,1994,95
1139,Miracle on 34th Street,1994,95
1140,RiÂ¢hie RiÂ¢h,1994,95
1141,The Crow,1994,95
1142,The Client,1994,95
1143,D2: The Mighty Ducks,1994,95
1144,The Stand,1994,95
1145,Four Weddings and a Funeral,1994,95
1146,Blown Away,1994,95
1147,Legends of the Fall,1994,95
1148,The Flintstones,1994,95
1149,The Swan Princess,1994,95
1150,The Pagemaster,1994,95
1151,The Next Karate Kid,1994,95
1152,On Deadly Ground,1994,95
1153,Highlander III: The Sorcerer,1994,95
1154,Thumbelina,1994,95
1155,Zhong Nan Hai bao biao,1994,95
1156,The Specialist,1994,95
1157,Street Fighter,1994,95
1158,Muriel's Wedding,1994,95
1159,Shallow Grave,1994,95
1160,Terminal Velocity,1994,95
1161,Quiz Show,1994,95
1162,"The Adventures of Priscilla, Queen of the Desert",1994,95
1163,Death and the Maiden,1994,95
1164,Only You,1994,95
1165,Wyatt Earp,1994,95
1166,Timecop,1994,95
1167,Ed Wood,1994,95
1168,Color of Night,1994,95
1169,The Land Before Time II: The Great Valley Adventure,1994,95
1170,Airheads,1994,95
1171,The Santa Clause,1994,95
1172,Beverly Hills Cop III,1994,95
1173,Clerks,1994,95
1174,Natural Born Killers,1994,95
1175,Iron Will,1994,95
1176,Chasers,1994,95
1177,Clear and Present Danger,1994,95
1178,Stargate,1994,95
1179,Maverick,1994,95
1180,The Mask,1994,95
1181,True Lies,1994,95
1182,The Return of Jafar,1994,95
1183,Interview with the Vampire,1994,95
1184,The Naked Gun 33â…“: The Final Insult,1994,95
1185,Dumb and Dumber,1994,95
1186,Speed,1994,95
1187,The Lion King,1994,95
1188,Forrest Gump,1994,95
1189,The Shawshank Redemption,1994,95
1190,Pulp Fiction,1994,95
1191,The Fantastic Four,1994,95
1192,Getting Even with Dad,1994,95
1193,Immortal Beloved,1994,95
1194,Lightning Jack,1994,95
1195,Death Wish 5: The Face of Death,1994,95
1196,City Slickers II: The Legend of Curly's Gold,1994,95
1197,Roadracers,1994,95
1198,Blue Chips,1994,95
1199,Jing wu ying xiong,1994,95
1200,Trapped in Paradise,1994,95
1201,Don Juan DeMarco,1994,95
1202,Nobody's Fool,1994,95
1203,La citÃ© de la peur,1994,95
1204,The Air Up There,1994,95
1205,Swimming with Sharks,1994,95
1206,North,1994,95
1207,My Father the Hero,1994,95
1208,Death Machine,1994,95
1209,Major League II,1994,95
1210,The Ref,1994,95
1211,Exit to Eden,1994,95
1212,Bad Girls,1994,95
1213,I Love Trouble,1994,95
1214,Riget,1994,95
1215,Black Beauty,1994,95
1216,Threesome,1994,95
1217,3 Ninjas Kick Back,1994,95
1218,With Honors,1994,95
1219,Serial Mom,1994,95
1220,Fatherland,1994,95
1221,Cops & Robbersons,1994,95
1222,Intersection,1994,95
1223,The River Wild,1994,95
1224,Camp Nowhere,1994,95
1225,Surviving the Game,1994,95
1226,My Girl 2,1994,95
1227,Texas Chainsaw Massacre: The Next Generation,1994,95
1228,Baby's Day Out,1994,95
1229,S.F.W.,1994,95
1230,Spanking the Monkey,1994,95
1231,Leprechaun 2,1994,95
1232,Kickboxer 4: The Aggressor,1994,95
1233,The Little Rascals,1994,95
1234,Before the Rain,1994,95
1235,Lassie,1994,95
1236,Little Odessa,1994,95
1237,The Road to Wellville,1994,95
1238,Wolf,1994,95
1239,Mrs. Parker and the Vicious Circle,1994,95
1240,The Getaway,1994,95
1241,Angels in the Outfield,1994,95
1242,Little Women,1994,95
1243,Guarding Tess,1994,95
1244,A Troll in Central Park,1994,95
1245,Bullets Over Broadway,1994,95
1246,Amateur,1994,95
1247,The Jungle Book,1994,95
1248,Reality Bites,1994,95
1249,The Hudsucker Proxy,1994,95
1250,The Chase,1994,95
1251,The Neverending Story III: Escape from Fantasia,1994,95
1252,A Low Down Dirty Shame,1994,95
1253,Renaissance Man,1994,95
1254,The Cowboy Way,1994,95
1255,Frankenstein,1994,95
1256,Once Were Warriors,1994,95
1257,The Madness of King George,1994,95
1258,PrÃªt-Ã -Porter,1994,95
1259,Drop Zone,1994,95
1260,Above the Rim,1994,95
1261,Il Mostro,1994,95
1262,The Paper,1994,95
1263,Fresh,1994,95
1264,In the Army Now,1994,95
1265,"Corrina, Corrina",1994,95
1266,Hoop Dreams,1994,95
1267,Blank Check,1994,95
1268,Greedy,1994,95
1269,Double Dragon,1994,95
1270,Nell,1994,95
1271,Phantasm III: Lord of the Dead,1994,95
1272,Little Giants,1994,95
1273,Blink,1994,95
1274,I.Q.,1994,95
1275,Mixed Nuts,1994,95
1276,Mute Witness,1994,95
1277,No Escape,1994,95
1278,Milk Money,1994,95
1279,Exotica,1994,95
1280,Mighty Morphin Power Rangers: The Movie,1995,111
1281,Get Shorty,1995,111
1282,Assassins,1995,111
1283,The Quick and the Dead,1995,111
1284,French Kiss,1995,111
1285,Copycat,1995,111
1286,Dracula: Dead and Loving It,1995,111
1287,Tank Girl,1995,111
1288,Friday,1995,111
1289,Dead Man Walking,1995,111
1290,Billy Madison,1995,111
1291,Crimson Tide,1995,111
1292,Showgirls,1995,111
1293,The Land Before Time III: The Time of the Great Giving,1995,111
1294,Sense and Sensibility,1995,111
1295,The Net,1995,111
1296,Cutthroat Island,1995,111
1297,Four Rooms,1995,111
1298,Mighty Aphrodite,1995,111
1299,Waterworld,1995,111
1300,A Goofy Movie,1995,111
1301,Ace Ventura: When Nature Calls,1995,111
1302,The Bridges of Madison County,1995,111
1303,Mortal Kombat,1995,111
1304,Leaving Las Vegas,1995,111
1305,Johnny Mnemonic,1995,111
1306,Desperado,1995,111
1307,While You Were Sleeping,1995,111
1308,Outbreak,1995,111
1309,To Die For,1995,111
1310,Under Siege 2: Dark Territory,1995,111
1311,A Close Shave,1995,111
1312,Dead Man,1995,111
1313,I.D.,1995,111
1314,Father of the Bride Part II,1995,111
1315,Mallrats,1995,111
1316,The American President,1995,111
1317,A Little Princess,1995,111
1318,Canadian Bacon,1995,111
1319,Sabrina,1995,111
1320,Strange Days,1995,111
1321,Dead Presidents,1995,111
1322,Living in Oblivion,1995,111
1323,Fluke,1995,111
1324,Nick of Time,1995,111
1325,Nine Months,1995,111
1326,Smoke,1995,111
1327,Tommy Boy,1995,111
1328,It Takes Two,1995,111
1329,Just Cause,1995,111
1330,The Langoliers,1995,111
1331,Fair Game,1995,111
1332,Halloween: The Curse of Michael Myers,1995,111
1333,Balto,1995,111
1334,Virtuosity,1995,111
1335,The Prophecy,1995,111
1336,The Basketball Diaries,1995,111
1337,Dolores Claiborne,1995,111
1338,Money Train,1995,111
1339,Powder,1995,111
1340,Rob Roy,1995,111
1341,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,111
1342,Hackers,1995,111
1343,Grumpier Old Men,1995,111
1344,Nixon,1995,111
1345,Major Payne,1995,111
1346,First Knight,1995,111
1347,Boys on the Side,1995,111
1348,A Walk in the Clouds,1995,111
1349,Casper,1995,111
1350,Twelve Monkeys,1995,111
1351,Clueless,1995,111
1352,Babe,1995,111
1353,The Usual Suspects,1995,111
1354,Braveheart,1995,111
1355,GoldenEye,1995,111
1356,Jumanji,1995,111
1357,Die Hard: With a Vengeance,1995,111
1358,Apollo 13,1995,111
1359,Toy Story,1995,111
1360,Bad Boys,1995,111
1361,Heat,1995,111
1362,Before Sunrise,1995,111
1363,Judge Dredd,1995,111
1364,Batman Forever,1995,111
1365,Casino,1995,111
1366,Pocahontas,1995,111
1367,Se7en,1995,111
1368,Species,1995,111
1369,Fear,1996,114
1370,Flirting with Disaster,1996,114
1371,Beautiful Thing,1996,114
1372,Albino Alligator,1996,114
1373,Multiplicity,1996,114
1374,The Substitute,1996,114
1375,Hak Hap,1996,114
1376,Last Man Standing,1996,114
1377,Maximum Risk,1996,114
1378,City Hall,1996,114
1379,The Associate,1996,114
1380,Basquiat,1996,114
1381,Fled,1996,114
1382,The Preacher's Wife,1996,114
1383,Evita,1996,114
1384,Bordello of Blood,1996,114
1385,The Truth About Cats & Dogs,1996,114
1386,Bulletproof,1996,114
1387,The Glimmer Man,1996,114
1388,Foxfire,1996,114
1389,Kingpin,1996,114
1390,Down Periscope,1996,114
1391,Hellraiser: Bloodline,1996,114
1392,One Fine Day,1996,114
1393,House Arrest,1996,114
1394,The Craft,1996,114
1395,Two Much,1996,114
1396,The Portrait of a Lady,1996,114
1397,Head Above Water,1996,114
1398,She's the One,1996,114
1399,Sling Blade,1996,114
1400,Eye for an Eye,1996,114
1401,Set  It Off,1996,114
1402,Larger Than Life,1996,114
1403,Bullet,1996,114
1404,Shine,1996,114
1405,Unforgettable,1996,114
1406,I Shot Andy Warhol,1996,114
1407,Twelfth Night,1996,114
1408,The Ghost and the Darkness,1996,114
1409,Homeward Bound II: Lost in San Francisco,1996,114
1410,Mary Reilly,1996,114
1411,Blood and Wine,1996,114
1412,Fly Away Home,1996,114
1413,Bed of Roses,1996,114
1414,Jane Eyre,1996,114
1415,Marvin's Room,1996,114
1416,Kama Sutra - A Tale of Love,1996,114
1417,The Land Before Time IV: Journey Through the Mists,1996,114
1418,The First Wives Club,1996,114
1419,High School High,1996,114
1420,Tin Cup,1996,114
1421,The Birdcage,1996,114
1422,Emma,1996,114
1423,James and the Giant Peach,1996,114
1424,Bottle Rocket,1996,114
1425,Poison Ivy II: Lily,1996,114
1426,The Crucible,1996,114
1427,The Crow: City of Angels,1996,114
1428,Beavis and Butt-Head Do America,1996,114
1429,Secrets & Lies,1996,114
1430,2 Days in the Valley,1996,114
1431,Muppet Treasure Island,1996,114
1432,Thinner,1996,114
1433,Happy Gilmore,1996,114
1434,Star Trek: First Contact,1996,114
1435,A Time to Kill,1996,114
1436,From Dusk Till Dawn,1996,114
1437,Phenomenon,1996,114
1438,101 Dalmatians,1996,114
1439,Eraser,1996,114
1440,Space Jam,1996,114
1441,Aladdin and the King of Thieves,1996,114
1442,The Hunchback of Notre Dame,1996,114
1443,Romeo + Juliet,1996,114
1444,Mars Attacks!,1996,114
1445,The Rock,1996,114
1446,Jingle All the Way,1996,114
1447,Fargo,1996,114
1448,Mission: Impossible,1996,114
1449,Independence Day,1996,114
1450,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,114
1451,Trainspotting,1996,114
1452,Scream,1996,114
1453,Jerry Maguire,1996,114
1454,That Thing You Do!,1996,114
1455,Everyone Says I Love You,1996,114
1456,Courage Under Fire,1996,114
1457,Barb Wire,1996,114
1458,Primal Fear,1996,114
1459,Jack,1996,114
1460,The Fan,1996,114
1461,Striptease,1996,114
1462,Swingers,1996,114
1463,The Long Kiss Goodnight,1996,114
1464,The Arrival,1996,114
1465,The People vs. Larry Flynt,1996,114
1466,Escape from L.A.,1996,114
1467,Crash,1996,114
1468,Broken Arrow,1996,114
1469,Bound,1996,114
1470,Sleepers,1996,114
1471,Matilda,1996,114
1472,The Frighteners,1996,114
1473,The Nutty Professor,1996,114
1474,Daylight,1996,114
1475,The Quest,1996,114
1476,Chain Reaction,1996,114
1477,DragonHeart,1996,114
1478,Executive Decision,1996,114
1479,Twister,1996,114
1480,Ransom,1996,114
1481,D3: The Mighty Ducks,1996,114
1482,The Cable Guy,1996,114
1483,The English Patient,1996,114
1484,One Eight Seven,1997,98
1485,Mimic,1997,98
1486,The Land Before Time V: The Mysterious Island,1997,98
1487,U Turn,1997,98
1488,Vegas Vacation,1997,98
1489,The Edge,1997,98
1490,Kiss the Girls,1997,98
1491,Murder at 1600,1997,98
1492,In & Out,1997,98
1493,The Devil's Own,1997,98
1494,Annabelle's Wish,1997,98
1495,Absolute Power,1997,98
1496,Bean,1997,98
1497,The Relic,1997,98
1498,Spawn,1997,98
1499,The Love Bug,1997,98
1500,Hoodlum,1997,98
1501,Dobermann,1997,98
1502,Geri's Game,1997,98
1503,Deconstructing Harry,1997,98
1504,Orgazmo,1997,98
1505,A Life Less Ordinary,1997,98
1506,Nightwatch,1997,98
1507,Wilde,1997,98
1508,Jungle 2 Jungle,1997,98
1509,G.I. Jane,1997,98
1510,The Postman,1997,98
1511,Kundun,1997,98
1512,Cube,1997,98
1513,The Peacemaker,1997,98
1514,Fools Rush In,1997,98
1515,"Honey, We Shrunk Ourselves",1997,98
1516,The Jackal,1997,98
1517,Lost Highway,1997,98
1518,Face/Off,1997,98
1519,Fathers' Day,1997,98
1520,Donnie Brasco,1997,98
1521,I Know What You Did Last Summer,1997,98
1522,The Devil's Advocate,1997,98
1523,Anaconda,1997,98
1524,Chasing Amy,1997,98
1525,Dante's Peak,1997,98
1526,Speed 2: Cruise Control,1997,98
1527,L.A. Confidential,1997,98
1528,Scream 2,1997,98
1529,Liar Liar,1997,98
1530,Beauty and the Beast: The Enchanted Christmas,1997,98
1531,Contact,1997,98
1532,Mad City,1997,98
1533,Lolita,1997,98
1534,Volcano,1997,98
1535,Grosse Pointe Blank,1997,98
1536,Poison Ivy: The New Seduction,1997,98
1537,Flubber,1997,98
1538,The Saint,1997,98
1539,Conspiracy Theory,1997,98
1540,Air Force One,1997,98
1541,George of the Jungle,1997,98
1542,Wag the Dog,1997,98
1543,As Good as It Gets,1997,98
1544,Breakdown,1997,98
1545,Seven Years in Tibet,1997,98
1546,My Best Friend's Wedding,1997,98
1547,Boogie Nights,1997,98
1548,The Rainmaker,1997,98
1549,Fire Down Below,1997,98
1550,In the Company of Men,1997,98
1551,MouseHunt,1997,98
1552,Steel,1997,98
1553,The Pest,1997,98
1554,Lawn Dogs,1997,98
1555,Retroactive,1997,98
1556,Private Parts,1997,98
1557,Suicide Kings,1997,98
1558,Mrs Brown,1997,98
1559,The Butcher Boy,1997,98
1560,Playing God,1997,98
1561,The Odyssey,1997,98
1562,Picture Perfect,1997,98
1563,Anna Karenina,1997,98
1564,Free Willy 3: The Rescue,1997,98
1565,Addicted to Love,1997,98
1566,Fierce Creatures,1997,98
1567,The Beautician and the Beast,1997,98
1568,The Boxer,1997,98
1569,Excess Baggage,1997,98
1570,Most Wanted,1997,98
1571,Nowhere,1997,98
1572,The Spanish Prisoner,1997,98
1573,Out to Sea,1997,98
1574,Nil by Mouth,1997,98
1575,Mean Guns,1997,98
1576,The Wings of the Dove,1997,98
1577,The Brave,1997,98
1578,Midnight in the Garden of Good and Evil,1997,98
1579,12 Angry Men,1997,98
1580,Fever Pitch,1997,98
1581,Con Air,1997,98
1582,Eve's Bayou,1997,98
1583,The Night Flier,1997,98
1584,Bent,1997,98
1585,Turbulence,1997,98
1586,The Sweet Hereafter,1997,98
1587,Pooh's Grand Adventure: The Search for Christopher Robin,1997,98
1588,Mr. Magoo,1997,98
1589,The Apostle,1997,98
1590,Cop Land,1997,98
1591,Smilla's Sense of Snow,1997,98
1592,Selena,1997,98
1593,Spice World - The Movie,1997,98
1594,The Ice Storm,1997,98
1595,Trucks,1997,98
1596,Air Bud,1997,98
1597,Romy and Michele's High School Reunion,1997,98
1598,The Shining,1997,98
1599,Nothing to Lose,1997,98
1600,Cats Don't Dance,1997,98
1601,Robinson Crusoe,1997,98
1602,Mortal Kombat: Annihilation,1997,98
1603,The Man Who Knew Too Little,1997,98
1604,Money Talks,1997,98
1605,The Swan Princess: Escape from Castle Mountain,1997,98
1606,The Borrowers,1997,98
1607,Beverly Hills Ninja,1997,98
1608,Turbo: A Power Rangers Movie,1997,98
1609,Double Team,1997,98
1610,Red Corner,1997,98
1611,Wishmaster,1997,98
1612,Snow White: A Tale of Terror,1997,98
1613,Gridlock'd,1997,98
1614,The Assignment,1997,98
1615,Metro,1997,98
1616,Casper: A Spirited Beginning,1997,98
1617,For Richer or Poorer,1997,98
1618,The Full Monty,1997,98
1619,Austin Powers: International Man of Mystery,1997,98
1620,Starship Troopers,1997,98
1621,Eddie Izzard: Glorious,1997,98
1622,Hercules,1997,98
1623,Men in Black,1997,98
1624,Gattaca,1997,98
1625,The Fifth Element,1997,98
1626,Batman & Robin,1997,98
1627,Drive,1997,98
1628,Tomorrow Never Dies,1997,98
1629,Good Will Hunting,1997,98
1630,Jackie Brown,1997,98
1631,The Game,1997,98
1632,Event Horizon,1997,98
1633,Anastasia,1997,98
1634,Home Alone 3,1997,98
1635,Titanic,1997,98
1636,Alien: Resurrection,1997,98
1637,Six Days Seven Nights,1998,118
1638,The Mask of Zorro,1998,118
1639,Fear and Loathing in Las Vegas,1998,118
1640,Shakespeare in Love,1998,118
1641,The Waterboy,1998,118
1642,The Thin Red Line,1998,118
1643,Pi,1998,118
1644,City of Angels,1998,118
1645,The Parent Trap,1998,118
1646,Jack Frost,1998,118
1647,Sphere,1998,118
1648,A Perfect Murder,1998,118
1649,Practical Magic,1998,118
1650,There's Something About Mary,1998,118
1651,I Still Know What You Did Last Summer,1998,118
1652,Lethal Weapon 4,1998,118
1653,Meet Joe Black,1998,118
1654,The Negotiator,1998,118
1655,Lost in Space,1998,118
1656,Deep Impact,1998,118
1657,The Man in the Iron Mask,1998,118
1658,Enemy of the State,1998,118
1659,What Dreams May Come,1998,118
1660,American History X,1998,118
1661,The X Files,1998,118
1662,Wild Things,1998,118
1663,Small Soldiers,1998,118
1664,Godzilla,1998,118
1665,Doctor Dolittle,1998,118
1666,Vampires,1998,118
1667,You've Got Mail,1998,118
1668,The Siege,1998,118
1669,Belle's Magical World,1998,118
1670,Great Expectations,1998,118
1671,Pocahontas II: Journey to a New World,1998,118
1672,Bride of Chucky,1998,118
1673,Hope Floats,1998,118
1674,Mighty Joe Young,1998,118
1675,The Horse Whisperer,1998,118
1676,A Night at the Roxbury,1998,118
1677,Stepmom,1998,118
1678,I'll Be Home for Christmas,1998,118
1679,Addams Family Reunion,1998,118
1680,"Lock, Stock and Two Smoking Barrels",1998,118
1681,Star Trek: Insurrection,1998,118
1682,Babylon 5: Thirdspace,1998,118
1683,Disturbing Behavior,1998,118
1684,Les MisÃ©rables,1998,118
1685,Rounders,1998,118
1686,Quest for Camelot,1998,118
1687,Urban Legend,1998,118
1688,Fallen,1998,118
1689,Patch Adams,1998,118
1690,EverAfter,1998,118
1691,Rushmore,1998,118
1692,The Wedding Singer,1998,118
1693,Out of Sight,1998,118
1694,Elizabeth,1998,118
1695,U.S. Marshals,1998,118
1696,Babe: Pig in the City,1998,118
1697,Dark City,1998,118
1698,54,1998,118
1699,Species II,1998,118
1700,Ronin,1998,118
1701,The Prince of Egypt,1998,118
1702,A Bug's Life,1998,118
1703,Rush Hour,1998,118
1704,The Lion King 2: Simba's Pride,1998,118
1705,Saving Private Ryan,1998,118
1706,The Big Lebowski,1998,118
1707,Blade,1998,118
1708,Mulan,1998,118
1709,Armageddon,1998,118
1710,The Truman Show,1998,118
1711,Antz,1998,118
1712,Fight Club,1999,89
1713,The Matrix,1999,89
1714,American Beauty,1999,89
1715,Star Wars: Episode I - The Phantom Menace,1999,89
1716,The Mummy,1999,89
1717,The Green Mile,1999,89
1718,Memento,2000,115
1719,Gladiator,2000,115
1720,How the Grinch Stole Christmas,2000,115
1721,Cast Away,2000,115
1722,Gone In Sixty Seconds,2000,115
1723,Mission: Impossible II,2000,115
1724,Dancer in the Dark,2000,115
1725,American Psycho,2000,115
1726,Big Momma's House,2000,115
1727,Hollow Man,2000,115
1728,Joseph: King of Dreams,2000,115
1729,Pay It Forward,2000,115
